white_rating,black_rating,winner,termination_reason,opening_name,opening_eco,opening_play_turns,turns
1354,1631,black,mate,french defense: schlechter variation,c00,5,122
1626,1384,white,mate,sicilian defense: chekhover variation,b53,7,71
1639,1813,black,resign,modern defense: mongredien defense #2,b06,6,42
1646,1795,black,outoftime,queen's pawn game,d00,2,2
1646,939,white,resign,slav defense,d10,4,11
1657,1678,black,resign,pirc defense: classical variation,b08,8,54
1667,1668,white,resign,modern defense: three pawns attack,b06,5,58
1683,1599,black,resign,king's gambit declined | queen's knight defense,c30,4,42
1596,1686,draw,draw,modern defense,a40,2,116
1769,1659,black,mate,english opening: great snake variation,a10,2,74
1668,1761,black,mate,horwitz defense,a40,2,54
1752,1677,white,resign,english opening: anglo-indian defense,a15,2,85
1688,1743,black,resign,sicilian defense: kan variation | wing attack,b43,10,38
1582,1704,white,resign,french defense: knight variation,c00,3,41
1693,1666,white,mate,sicilian defense: chekhover variation,b53,7,121
1676,1680,black,resign,french defense: knight variation,c00,3,30
1142,1679,black,resign,queen's pawn game #2,d00,3,64
1678,1148,white,mate,danish gambit accepted | classical defense,c21,10,15
1154,1676,black,resign,mieses opening,a00,1,40
1686,1098,draw,draw,carr defense,b00,2,128
1102,1685,black,resign,polish opening,a00,1,48
1684,1107,white,mate,french defense: mediterranean defense,c01,4,51
1493,1678,black,resign,french defense #2,c00,2,71
1525,1693,white,resign,queen's pawn game: zukertort variation,d02,3,60
1709,1681,black,mate,horwitz defense,a40,2,58
1692,1699,black,resign,bird opening: dutch variation,a03,2,60
1688,1704,white,resign,english opening: great snake variation,a10,2,40
1699,1497,white,outoftime,english opening: caro-kann defensive system,a11,2,29
1703,1943,black,resign,english opening: anglo-indian defense,a15,2,98
1694,1692,black,resign,french defense: marshall variation,c10,6,71
1696,1564,draw,draw,english opening: great snake variation,a10,2,135
1572,1688,black,mate,french defense: exchange variation,c01,5,34
1392,1684,black,mate,french defense: tarrasch variation | open system,c07,6,60
1707,1696,black,resign,english opening: symmetrical variation | normal variation,a34,3,47
1684,1720,white,resign,queen's gambit refused: albin countergambit | normal line,d08,7,23
1733,1672,black,mate,english opening: symmetrical variation,a30,2,78
1721,1736,white,mate,king's indian defense,e61,6,35
1724,1733,white,resign,king's indian attack,a08,4,53
1746,1712,black,mate,english opening: caro-kann defensive system,a11,2,120
1741,1496,white,mate,english opening: agincourt defense,a13,2,41
1295,1240,black,resign,slav defense: bonet gambit,d11,7,42
1430,1302,white,resign,queen's pawn game: torre attack,d03,5,63
1302,1248,black,resign,queen's gambit refused: marshall defense,d06,4,23
1314,1270,black,resign,queen's gambit accepted: old variation,d20,5,32
1445,1314,white,resign,queen's gambit declined: queen's knight variation,d31,5,73
1321,1451,black,resign,queen's gambit declined: modern variation,d50,7,90
1300,1333,white,mate,sicilian defense: canal attack | main line,b52,6,41
1318,1449,white,resign,queen's gambit refused: marshall defense,d06,4,43
1450,1303,black,resign,benoni defense: classical variation | main line,a73,17,38
1290,1367,white,mate,queen's gambit accepted: old variation,d20,5,41
1300,1330,black,resign,queen's gambit declined: exchange variation | positional variation #2,d35,9,84
1209,1291,black,resign,nimzo-larsen attack: modern variation #4,a01,5,56
1299,1418,black,resign,semi-slav defense: accelerated move order,d31,6,30
1814,1299,white,resign,italian game,c50,5,6
1348,1308,white,resign,king's pawn game: wayward queen attack,c20,3,67
1318,1366,black,resign,queen's gambit accepted: old variation,d20,5,56
1324,1329,white,resign,ponziani opening: jaenisch counterattack,c44,6,103
1345,1187,black,mate,queen's gambit accepted: old variation,d20,5,40
1352,1149,black,resign,queen's gambit declined: queen's knight variation,d31,5,52
1350,1429,draw,draw,queen's gambit declined: exchange variation | positional variation,d35,10,57
1403,1340,white,resign,englund gambit declined | reversed french,a40,3,23
1322,1072,white,mate,queen's gambit accepted: old variation,d20,5,39
1331,1382,black,resign,queen's gambit refused: albin countergambit,d08,4,52
1373,1341,white,resign,queen's gambit accepted: rosenthal variation,d21,6,41
1350,1265,white,resign,scotch game,c44,5,33
1270,1299,black,resign,queen's pawn game: chigorin variation,d00,3,58
1223,1282,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,31
1289,1306,white,resign,four knights game: italian variation,c50,8,15
1007,1268,black,resign,italian game: hungarian defense,c50,6,32
1170,1179,white,resign,center game,c21,5,45
1442,1183,white,resign,ruy lopez: morphy defense | caro variation,c70,8,25
1172,1170,white,resign,russian game: three knights game,c42,5,15
1178,1346,black,resign,caro-kann defense: classical variation,b18,8,62
1171,1190,white,resign,italian game: classical variation | center attack,c53,9,59
1175,1329,white,resign,ruy lopez: morphy defense | neo-arkhangelsk variation,c78,10,51
1273,1160,black,resign,queen's pawn game,d00,2,22
1154,974,white,resign,philidor defense,c41,5,27
1167,1122,black,resign,ruy lopez: berlin defense #2,c65,6,34
1439,1171,white,outoftime,ruy lopez: morphy defense | graz variation,c70,10,79
1245,1170,white,resign,italian game: classical variation | giuoco pianissimo,c53,9,73
1250,1156,black,mate,hungarian opening,a00,1,74
1164,1263,black,resign,ruy lopez: morphy defense | caro variation,c70,8,92
1173,1251,black,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,26
1089,1165,black,mate,giuoco piano,c50,6,40
1278,1173,white,resign,king's pawn game: macleod attack,c20,3,77
1178,1391,black,resign,ruy lopez: classical variation,c64,6,58
1164,1293,white,mate,ruy lopez: morphy defense | graz variation,c70,10,51
1353,1170,white,outoftime,italian game: classical variation #2,c53,7,73
1030,1162,black,mate,queen's pawn game: zukertort variation,d02,3,50
1176,1118,black,resign,petrov's defense,c42,4,52
1353,1181,white,mate,bishop's opening: boi variation,c20,4,11
1184,1184,white,resign,scotch game,c44,5,61
1171,1252,white,resign,russian game: three knights game,c42,5,19
1157,1234,white,resign,italian game: two knights defense | modern bishop's opening,c55,7,51
1034,1149,black,resign,queen's pawn game: chigorin variation,d01,4,12
1156,886,draw,draw,italian game,c50,5,86
1142,1226,white,mate,french defense: normal variation,c00,3,27
1042,1133,black,mate,king's pawn game: leonardis variation,c20,3,86
1123,1084,white,mate,elephant gambit: paulsen countergambit,c40,6,61
1247,1122,white,mate,king's pawn game: leonardis variation,c20,3,53
1070,1112,black,mate,van't kruijs opening,a00,1,50
1099,1173,white,resign,french defense: winawer variation | winckelmann-riemer gambit,c15,7,16
1114,1027,black,outoftime,french defense: two knights variation,c00,5,110
914,1133,white,mate,three knights opening,c46,5,45
1125,996,white,mate,russian game: three knights game,c42,5,93
1242,1125,white,resign,vienna game: falkbeer variation,c26,4,105
1133,1234,black,resign,giuoco piano,c50,6,60
981,1127,black,mate,ruy lopez,c70,6,58
1111,1219,white,mate,four knights game: spanish variation,c48,7,65
1126,1054,black,mate,philidor defense,c41,5,56
1147,908,black,resign,goldsmith defense: picklepuss defense,b00,4,64
914,1141,black,resign,ware opening,a00,1,4
1984,1948,black,resign,modern defense: standard defense,b06,6,58
1954,2158,black,resign,sicilian defense: closed variation,b23,3,34
2008,1954,white,resign,english opening: anglo-scandinavian defense | schulz gambit,a10,4,101
1954,2008,black,resign,sicilian defense: grand prix attack,b23,5,35
2008,1954,black,resign,english opening: anglo-indian defense,a15,2,54
1954,2008,black,resign,nimzo-larsen attack: english variation,a01,2,116
2100,1960,white,mate,indian game,a45,2,115
1945,1961,draw,draw,scandinavian defense: marshall variation,b01,6,48
1982,1960,draw,draw,scandinavian defense,b01,2,56
1974,1899,black,resign,nimzo-larsen attack: classical variation,a01,2,54
2068,1982,white,resign,pirc defense: austrian attack | unzicker attack,b09,11,37
1959,2028,white,resign,nimzo-larsen attack,a01,1,81
2005,1969,white,resign,bird opening,a02,1,45
1960,1868,white,mate,nimzo-larsen attack: english variation,a01,2,161
1964,2287,black,resign,nimzowitsch defense: kennedy variation | linksspringer variation,b00,5,88
1914,1965,draw,draw,scandinavian defense: modern variation #2,b01,4,148
1951,2049,white,mate,nimzo-larsen attack: classical variation,a01,2,119
2149,1933,black,resign,budapest defense: adler variation,a52,7,60
1599,1929,black,mate,scandinavian defense: icelandic-palme gambit,b01,6,34
1882,1919,black,resign,scandinavian defense: icelandic-palme gambit,b01,6,94
1699,1914,black,mate,scandinavian defense: modern variation,b01,5,122
1916,2285,black,resign,nimzo-larsen attack: symmetrical variation,a01,2,44
1936,1638,black,resign,nimzo-larsen attack: modern variation #4,a01,5,26
1758,1929,black,resign,scandinavian defense: modern variation #2,b01,4,116
1265,1957,white,resign,nimzowitsch defense: scandinavian variation | advance variation,b00,5,31
1954,1578,white,mate,king's indian defense: normal variation | rare defenses,e90,9,133
1984,2050,white,resign,sicilian defense: closed,b23,4,65
2050,1627,black,mate,reti opening,a06,2,62
1627,2050,black,resign,french defense: normal variation,c00,3,62
2050,1627,black,mate,zukertort opening: slav invitation,a04,2,42
1627,2050,black,resign,alekhine defense,b02,2,42
1617,2050,draw,draw,london system,a48,5,158
2050,1852,white,resign,scandinavian defense: marshall variation,b01,6,31
1981,2050,black,resign,english opening: anglo-indian defense | king's indian formation,a15,4,46
2050,1981,black,resign,caro-kann defense: alekhine gambit,b15,9,20
1901,1164,white,mate,ruy lopez: morphy defense | caro variation,c70,8,73
1164,1435,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,35
1435,1164,white,outoftime,italian game: giuoco pianissimo,c50,7,71
1164,1435,white,resign,four knights game: spanish variation,c48,7,46
1164,1901,black,resign,four knights game: spanish variation | classical variation,c48,8,52
1245,1228,black,outoftime,ruy lopez,c60,5,52
1287,1099,black,outoftime,sicilian defense,b20,2,70
1866,1099,white,resign,slav defense: czech variation,d17,10,49
1211,1230,white,resign,sicilian defense,b20,2,75
1344,1500,white,mate,sicilian defense,b50,4,61
1834,1500,white,resign,philidor defense: exchange variation,c41,8,41
1500,1834,black,resign,richter-veresov attack,d01,5,46
1635,1500,white,mate,blackmar-diemer gambit: teichmann variation,d00,10,53
1456,1604,black,mate,queen's gambit accepted,d20,4,52
1378,1318,black,resign,french defense: knight variation,c00,3,36
1500,1487,black,resign,slav defense #2,d10,5,64
1714,1709,white,resign,franco-benoni defense,a43,5,65
1613,1729,white,resign,french defense: advance variation | paulsen attack,c02,9,71
1731,2127,black,resign,robatsch (modern) defense,b06,4,50
1739,1840,black,mate,benoni defense: king's pawn line,a65,11,54
1760,1718,black,mate,french defense: advance variation #2,c02,7,76
1708,1729,white,resign,french defense: advance variation,c02,8,61
1721,1643,white,resign,queen's gambit declined,d30,4,53
1707,1712,black,resign,french defense: tarrasch variation | open system | suechting line,c07,7,24
1170,1662,black,mate,scandinavian defense,b01,2,64
1261,1237,white,resign,mieses opening,a00,1,51
1100,1306,white,mate,zukertort opening: quiet system,a04,3,71
1590,1100,white,mate,philidor defense: nimzowitsch variation,c41,7,49
1100,1590,black,mate,zukertort opening: reversed mexican defense,a06,3,34
1302,875,black,outoftime,king's pawn game: leonardis variation,c20,3,88
1234,1335,draw,draw,queen's pawn game: symmetrical variation,d02,4,11
1522,1500,white,mate,russian game: damiano variation,c42,6,11
2306,2405,black,resign,four knights game: halloween gambit,c46,7,86
2422,2386,black,resign,sicilian defense: alapin variation | smith-morra declined,b22,8,58
2373,2356,black,resign,sicilian defense: lasker-pelikan variation | sveshnikov variation | chelyabinsk variation,b33,17,50
2325,2338,black,resign,queen's pawn game: symmetrical variation | pseudo-catalan,d02,5,62
2336,1830,white,resign,scotch game: potter variation,c45,9,39
2334,1836,white,resign,ruy lopez: bird variation,c61,6,49
2329,2017,white,resign,benoni defense: taimanov variation,a67,15,43
1879,2326,black,mate,sicilian defense: canal attack | main line,b52,6,84
2323,1881,white,resign,russian game: classical attack | staunton variation,c42,16,41
1622,2322,black,resign,four knights game: italian variation | noa gambit,c47,9,48
1933,2318,black,mate,sicilian defense: kan variation | wing attack,b43,10,48
1983,2313,black,resign,horwitz defense,a40,2,38
2312,1663,white,mate,ruy lopez: steinitz defense,c62,6,41
1866,2309,black,resign,zukertort opening: sicilian invitation,a04,2,28
1835,2307,black,resign,gruenfeld defense: three knights variation | burille variation,d94,9,74
2300,2041,white,resign,nimzo-indian defense: ragozin variation,e20,8,29
2288,2148,white,resign,petrov's defense,c42,4,45
2283,1947,white,mate,queen's gambit declined: three knights variation,d37,7,61
2275,2016,white,resign,caro-kann defense: karpov variation | tiviakov-fischer attack,b17,12,19
1909,2271,black,resign,sicilian defense: alapin variation | smith-morra declined,b22,8,48
2263,2006,white,resign,nimzo-indian defense: three knights variation,e21,7,41
1293,2263,black,resign,alekhine defense,b02,2,30
2257,1922,white,mate,sicilian defense: accelerated dragon | modern variation,b34,9,55
2191,2239,black,resign,sicilian defense: kan variation | wing attack,b43,10,72
1380,2239,black,resign,queen's gambit declined,d30,4,78
1796,2235,black,resign,indian game: east indian defense,e00,4,34
1879,2230,black,mate,sicilian defense: lasker-pelikan variation | exchange variation,b33,11,56
2217,2059,white,resign,dutch defense: classical variation | ilyin-zhenevsky variation | modern main line,a99,15,49
2336,2185,black,mate,sicilian defense: kan variation | wing attack,b43,10,72
2175,1936,white,resign,pirc defense: austrian attack | weiss variation,b09,11,70
2161,1984,white,resign,scotch game: classical variation,c45,8,83
2150,1915,white,resign,king's indian defense,e61,6,57
1976,2135,black,resign,sicilian defense: alapin variation | barmen defense,b22,6,39
1830,2126,black,resign,english opening: anglo-gruenfeld defense,a16,4,56
2001,2105,black,resign,english opening: king's english variation | two knights variation | reversed dragon,a22,6,46
2104,1344,white,mate,philidor defense,c41,5,31
1918,2086,black,resign,sicilian defense: old sicilian,b30,4,66
2082,1500,white,resign,nimzo-indian defense: three knights variation,e21,7,52
1774,2071,black,resign,sicilian defense: kan variation,b41,8,100
1778,2059,black,resign,sicilian defense: open,b33,8,10
1783,2045,black,resign,sicilian defense: najdorf variation,b90,10,49
1788,2029,black,mate,sicilian defense: lasker-pelikan variation | exchange variation,b33,11,100
1609,2109,white,resign,semi-slav defense,d43,8,107
1701,2100,black,mate,sicilian defense: smith-morra gambit #2,b21,3,44
2091,1704,white,resign,scandinavian defense: mieses-kotroc variation,b01,4,27
1931,2061,black,resign,four knights game: spanish variation | rubinstein variation,c48,8,72
1408,1396,white,outoftime,queen's gambit declined,d30,4,21
